CAMMENU_0EV,0EV
COU_INVALID_OPERATION_HDOUT_2,voerd tijdens HD(1080i)-uitvoer
COU_INVALID_OPERATION_MOVIEFILE,Bediening kan niet worden uitge-
COU_INVALID_OPERATION_MOVIEFILE_2,voerd voor bestand met bew. bldn.
COU_INVALID_OPERATION_NGFILE,Bediening kan niet worden uitge-
COU_INVALID_OPERATION_NGFILE_2,voerd voor niet-onderst. bestanden
COU_INVALID_OPERATION_PICTBRIDGE,Bediening kan niet worden uitge-
COU_INVALID_OPERATION_PICTBRIDGE_2,voerd bij een PictBridge-verbinding
COU_INVALID_OPERATION_REMOTE,Bediening kan niet worden uitge-
COU_INVALID_OPERATION_REMOTE_2,voerd met de afstandsbediening
COU_INVALID_OPERATION_TVOUT,Bediening kan niet worden uitge-
COU_INVALID_OPERATION_TVOUT_2,voerd tijdens TV-uitvoer
COU_LENSCAPOFF,Haal de lensdop eraf en schakel de
COU_LENSCAPOFF_2,camera uit en weer in
COU_LENSCOVER_OPEN,Open de lensafdekking om te
COU_LENSCOVER_OPEN_2,kunnen opnemen
COU_LOWINK,Inkt bijna op.
COU_LOWINK_2,
COU_MACRO_INVALID,Macro is ongeldig
COU_MACRO_INVALID_2,
COU_MEDIAERROR_INTERNALMEMORY,Fout van intern geheugen
COU_MEDIAERROR_INTERNALMEMORY_2,
COU_METERING_INVALID,Bediening van lichtmeetfunctie
COU_METERING_INVALID_2,is niet mogelijk
COU_MSR_NOTUSEFUNCTION,De functie wordt niet ondersteund
COU_MSR_NOTUSEFUNCTION_2,door deze Memory Stick
COU_MS_ERROR,Plaats de Memory Stick opnieuw
COU_MS_ERROR_2,
COU_MS_LOCKED,Memory Stick vergrendeld
COU_MS_LOCKED_2,
COU_MS_TYPEERROR,Verkeerd type Memory Stick
COU_MS_TYPEERROR_2,
COU_NOBATTERY,Onvoldoende acculading
COU_NOIMAGE,Geen beelden beschikbaar
COU_NOIMAGE_2,
COU_NOIMAGE_PLAY,Sommige beelden niet gekopieerd
COU_NOIMAGE_PLAY_2,Onherkenbaar formaat.
COU_NOINK,Inkt helemaal op.
COU_NOINK_2,
COU_NOMS,Geen Memory Stick
COU_NOMS_2,
COU_NOPAPER,Geen papier
COU_NOPAPER_2,
COU_NOSOFTWAREFILE,Geen software-bestand
COU_NOSOFTWAREFILE_2,
COU_NOSPACE_INTERNALMEMORY,Geen geheugenruimte in het
COU_NOSPACE_INTERNALMEMORY_2,intern geheugen
COU_NOSPACE_MS,Geen geheugenruimte in de
COU_NOSPACE_MS_2,Memory Stick
COU_NOT_SELECTED_FAV,Geen Favorieten geselecteerd
COU_NOT_SELECTED_FAV_2,
COU_NOT_SELECTED_IMAGES,Geen beeld geselecteerd
COU_NOT_SELECTED_IMAGES_2,
COU_NOT_SELECTED_SHARE,Geen Upload selectie geselecteerd
COU_NOT_SELECTED_SHARE_2,
COU_PAPERERROR,Papierfout
COU_PAPERERROR_2,
COU_PASSLOCK_CODE_MISS,Onjuiste terugstelcode
COU_PASSLOCK_CODE_MISS_2,
COU_PASSLOCK_PASS_MISS,Onjuist wachtwoord
COU_PASSLOCK_PASS_MISS_2,
COU_POWEROFFON,Schakel uit en weer in
COU_POWEROFFON_2,
COU_PRINTERBUSY,Printer bezet
COU_PRINTERBUSY_2,
COU_PRINTERERROR,Printerfout
COU_PRINTERERROR_2,
COU_READONLYMEMORY,Geheugen voor alleen-lezen
COU_READONLYMEMORY_2,
COU_READONLY_FOLDER,Deze map heeft het kenmerk
COU_READONLY_FOLDER_2,Alleen lezen.
COU_REDEYE_DETECTED,Geen rode ogen gevonden
COU_REDEYE_DETECTED_2,
COU_SCRNTOUCH_INVALID,Aanraakscherm staat in dit gebied
COU_SCRNTOUCH_INVALID_2,uit
COU_SELFTIMER_INVALID,Zelfontspanner is ongeldig
COU_SELFTIMER_INVALID_2,
COU_SMILESHUTTER_AUTOONLY,Lach-sluiter is alleen beschikbr. als
COU_SMILESHUTTER_AUTOONLY_2,Opn. functie is ingest. op "Autom. "
COU_SYSTEMERROR,Systeemfout
COU_SYSTEMERROR_2,
COU_TARGET_DETECTED,Kan gezicht voor bewerken niet
COU_TARGET_DETECTED_2,vinden
COU_TARGET_NOIMAGE,Er zijn geen stilstaande beelden
COU_TARGET_NOIMAGE_2,
COU_ZOOM_INVALID,Zoom uitgeschakeld
COU_ZOOM_INVALID_2,
DUMMY,
GUIDE_BUTTON,Raak knop aan die wilt gebruiken
GUIDE_CENTER,Raak punt voor centreren aan
GUIDE_CHANGEFOCUS,Wijzig scherpst. pt door aanraken
GUIDE_CHOOSEFOCUS,Kies scherpst. pt. door aanraken
GUIDE_DEMO_BACKLIGHT,Tegenlicht gedetecteerd
