CAMMENU_0EV,0EV
COU_FORMATERROR_INTERNALMEMORY,Internminne-formateringsfeil
COU_FORMATERROR_INTERNALMEMORY_2,
COU_FORMATERROR_MS,Memory Stick- formateringsfeil
COU_FORMATERROR_MS_2,
COU_IMAGESIZEOVER,Ikke visbar bildestørr.
COU_IMAGESIZEOVER_2,
COU_INKERROR,Blekkfeil
COU_INKERROR_2,
COU_INVALID_FILE,Ugyldig fil
COU_INVALID_FILE_2,
COU_INVALID_FOLDER,Operasjon ikke tilgjengelig med
COU_INVALID_FOLDER_2,mappevisning
COU_INVALID_MS,Kan ikke lagre bildeadministra-
COU_INVALID_MS_2,sjonsfil til denne Memory Stick-en
COU_INVALID_OPERATION,Ugyldig operasjon
COU_INVALID_OPERATION_HDOUT,Operasjonen kan ikke utføres
COU_INVALID_OPERATION_HDOUT_2,ved visning i HD(1080i)
COU_INVALID_OPERATION_MOVIEFILE,Operasjonen kan ikke utføres
COU_INVALID_OPERATION_MOVIEFILE_2,for filmfiler
COU_INVALID_OPERATION_NGFILE,Operasjonen kan ikke utføres
COU_INVALID_OPERATION_NGFILE_2,i filer som ikke støttes
COU_INVALID_OPERATION_PICTBRIDGE,Operasjonen kan ikke utføres
COU_INVALID_OPERATION_PICTBRIDGE_2,ved bruk av en PictBridge-tilkobling
COU_INVALID_OPERATION_REMOTE,Operasjonen kan ikke utføres
COU_INVALID_OPERATION_REMOTE_2,via fjernkontroll
COU_INVALID_OPERATION_TVOUT,Operasjonen kan ikke utføres
COU_INVALID_OPERATION_TVOUT_2,under visning på TV
COU_LENSCAPOFF,Ta av objektivdekselet og
COU_LENSCAPOFF_2,slå strømmen av og på igjen
COU_LENSCOVER_OPEN,Åpne linsedekselet for
COU_LENSCOVER_OPEN_2,å fotografere
COU_LOWINK,Lite blekk igjen
COU_LOWINK_2,
COU_MACRO_INVALID,Makro er ugyldig
COU_MACRO_INVALID_2,
COU_MEDIAERROR_INTERNALMEMORY,Internminnefeil
COU_MEDIAERROR_INTERNALMEMORY_2,
COU_METERING_INVALID,Målemodusoperasjoner
COU_METERING_INVALID_2,er ikke tilgjengelige
COU_MSR_NOTUSEFUNCTION,Funksjonen støttes ikke
COU_MSR_NOTUSEFUNCTION_2,med denne typen Memory Stick
COU_MS_ERROR,Sett inn Memory Stick på nytt
COU_MS_ERROR_2,
COU_MS_LOCKED,Memory Stick låst
