CAMMENU_0EV,0EV
COU_IMAGESIZEOVER,Dim. imm. superiore
COU_IMAGESIZEOVER_2,
COU_INKERROR,Errore inchiostro
COU_INKERROR_2,
COU_INVALID_FILE,File invalido
COU_INVALID_FILE_2,
COU_INVALID_FOLDER,Operazione non disponibile con
COU_INVALID_FOLDER_2,Visione cartella
COU_INVALID_MS,Impossibile salvare file di gestione
COU_INVALID_MS_2,immagine su questo Memory Stick
COU_INVALID_OPERATION,Operazione invalida
COU_INVALID_OPERATION_HDOUT,Impossibile eseguire operazione
COU_INVALID_OPERATION_HDOUT_2,durante uscita HD(1080i)
COU_INVALID_OPERATION_MOVIEFILE,Impossibile eseguire operazione
COU_INVALID_OPERATION_MOVIEFILE_2,per file di filmati
COU_INVALID_OPERATION_NGFILE,Impossibile eseguire operazione
COU_INVALID_OPERATION_NGFILE_2,in file non supportati
COU_INVALID_OPERATION_PICTBRIDGE,Impossibile eseguire operazione
COU_INVALID_OPERATION_PICTBRIDGE_2,quando si usa collegam. PictBridge
COU_INVALID_OPERATION_REMOTE,Impossibile eseguire operazione
COU_INVALID_OPERATION_REMOTE_2,con telecomando
COU_INVALID_OPERATION_TVOUT,Impossibile eseguire operazione
COU_INVALID_OPERATION_TVOUT_2,durante uscita TV
COU_LENSCAPOFF,Rimuovi il copriobiettivo,
COU_LENSCAPOFF_2,spegni e riaccendi
COU_LENSCOVER_OPEN,Apri il copriobiettivo per la ripresa
COU_LENSCOVER_OPEN_2,
COU_LOWINK,Inchiostro scarso
COU_LOWINK_2,
COU_MACRO_INVALID,Macro non valido
COU_MACRO_INVALID_2,
COU_MEDIAERROR_INTERNALMEMORY,Errore memoria interna
COU_MEDIAERROR_INTERNALMEMORY_2,
COU_METERING_INVALID,Le operazioni del modo di misuraz.
COU_METERING_INVALID_2,esposimetrica non sono disponibili
COU_MSR_NOTUSEFUNCTION,Funzione non supportata con
COU_MSR_NOTUSEFUNCTION_2,questo Memory Stick
COU_MS_ERROR,Reinserisci il Memory Stick
COU_MS_ERROR_2,
COU_MS_LOCKED,Memory Stick bloccato
COU_MS_LOCKED_2,
COU_MS_TYPEERROR,Err. tipo Memory Stick
COU_MS_TYPEERROR_2,
COU_NOBATTERY,Batteria insufficiente
COU_NOIMAGE,Nessuna immagine
COU_NOIMAGE_2,
