CAMMENU_0EV,0EV
COU_FILEERROR,Tiedostovirhe
COU_FILEERROR_2,
COU_FILEPROTECT,Tiedoston suojaus
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,Salama-asetuksia ei voi muuttaa
COU_FLASHSETTING_INVALID_2,
COU_FOLDER_ERROR,Kansiovirhe
COU_FOLDER_ERROR_2,
COU_FORMATERROR_INTERNALMEMORY,Sisäisen muistin alustusvirhe
COU_FORMATERROR_INTERNALMEMORY_2,
COU_FORMATERROR_MS,Memory Stick -kortin alustusvirhe
COU_FORMATERROR_MS_2,
COU_IMAGESIZEOVER,Kuvan koko yli
COU_IMAGESIZEOVER_2,
COU_INKERROR,Mustevirhe
COU_INKERROR_2,
COU_INVALID_FILE,Tiedosto ei kelpaa
COU_INVALID_FILE_2,
COU_INVALID_FOLDER,Toiminto ei käytettävissä
COU_INVALID_FOLDER_2,kansionäkymän kanssa
COU_INVALID_MS,Kuvanhallintatiedostoa ei voi
COU_INVALID_MS_2,tallentaa Memory Stick -kortille
COU_INVALID_OPERATION,Virheellinen toiminto
COU_INVALID_OPERATION_HDOUT,Toimintaa ei voi suorittaa
COU_INVALID_OPERATION_HDOUT_2,HD(1080i)-toiston aikana
COU_INVALID_OPERATION_MOVIEFILE,Toimintaa ei voi suorittaa
COU_INVALID_OPERATION_MOVIEFILE_2,videotiedostoille
COU_INVALID_OPERATION_NGFILE,Toimintaa ei voi suorittaa
COU_INVALID_OPERATION_NGFILE_2,tiedostoilla, joita ei tueta
COU_INVALID_OPERATION_PICTBRIDGE,Toimintaa ei voi suorittaa
COU_INVALID_OPERATION_PICTBRIDGE_2,PictBridge-yhteyttä käytettäessä
COU_INVALID_OPERATION_REMOTE,Toimintaa ei voi suorittaa
COU_INVALID_OPERATION_REMOTE_2,kaukosäätimellä
COU_INVALID_OPERATION_TVOUT,Toimintaa ei voi suorittaa
COU_INVALID_OPERATION_TVOUT_2,TV: llä katselun aikana
COU_LENSCAPOFF,Irrota objektiivin suojus ja
COU_LENSCAPOFF_2,kytke virta pois ja uudestaan päälle
COU_LENSCOVER_OPEN,Avaa objektiivinsuojus
COU_LENSCOVER_OPEN_2,kuvausta varten
COU_LOWINK,Muste vähissä
COU_LOWINK_2,
COU_MACRO_INVALID,Makro ei saatavilla
COU_MACRO_INVALID_2,
COU_MEDIAERROR_INTERNALMEMORY,Sisäisen muistin virhe
COU_MEDIAERROR_INTERNALMEMORY_2,
COU_METERING_INVALID,Mittausmuototoimintoja
COU_METERING_INVALID_2,ei voi käyttää
COU_MSR_NOTUSEFUNCTION,Tämä Memory Stick
COU_MSR_NOTUSEFUNCTION_2,ei tue toimintoa
COU_MS_ERROR,Aseta Memory Stick paikalleen
COU_MS_ERROR_2,
COU_MS_LOCKED,Memory Stick on lukittu
COU_MS_LOCKED_2,
COU_MS_TYPEERROR,Memory Stick -tyyppivirhe
COU_MS_TYPEERROR_2,
COU_NOBATTERY,Ei riittävästi virtaa
COU_NOIMAGE,Ei kuvia
COU_NOIMAGE_2,
COU_NOIMAGE_PLAY,Jokin kuva ei siirtynyt
COU_NOIMAGE_PLAY_2,Tuntematon muoto.
COU_NOINK,Ei mustetta
COU_NOINK_2,
COU_NOMS,Ei Memory Stick -korttia
COU_NOMS_2,
COU_NOPAPER,Ei paperia
COU_NOPAPER_2,
COU_NOSOFTWAREFILE,Ei ohjelmatiedostoa
COU_NOSOFTWAREFILE_2,
COU_NOSPACE_INTERNALMEMORY,Sisäisessä muistissa ei ole tilaa
COU_NOSPACE_INTERNALMEMORY_2,
COU_NOSPACE_MS,Memory Stick -kortilla ei ole
COU_NOSPACE_MS_2,muistitilaa
COU_NOT_SELECTED_FAV,Suosikkeja ei valittu
COU_NOT_SELECTED_FAV_2,
COU_NOT_SELECTED_IMAGES,Kuvaa ei valittu
COU_NOT_SELECTED_IMAGES_2,
COU_NOT_SELECTED_SHARE,Jakomerkkiä ei valittu
COU_NOT_SELECTED_SHARE_2,
COU_PAPERERROR,Paperivirhe
COU_PAPERERROR_2,
COU_PASSLOCK_CODE_MISS,Väärä nollauskoodi
COU_PASSLOCK_CODE_MISS_2,
COU_PASSLOCK_PASS_MISS,Väärä salasana
COU_PASSLOCK_PASS_MISS_2,
COU_POWEROFFON,Katkaise virta ja kytke taas päälle
COU_POWEROFFON_2,
COU_PRINTERBUSY,Tulostin on varattu
COU_PRINTERBUSY_2,
COU_PRINTERERROR,Tulostinvirhe
COU_PRINTERERROR_2,
COU_READONLYMEMORY,Lukumuisti
COU_READONLYMEMORY_2,
COU_READONLY_FOLDER,Vain luku -kansio
COU_READONLY_FOLDER_2,
COU_REDEYE_DETECTED,Punasilmäisyyttä ei havaittu
COU_REDEYE_DETECTED_2,
COU_SCRNTOUCH_INVALID,Kosketusnäyttö pois käyt. tällä
COU_SCRNTOUCH_INVALID_2,alueella
COU_SELFTIMER_INVALID,Itselaukaisin ei ole käytettävissä
COU_SELFTIMER_INVALID_2,
COU_SMILESHUTTER_AUTOONLY,Vain hymysuljin on käytettävissä
COU_SMILESHUTTER_AUTOONLY_2,kun kuvaustavaksi on valittu "Auto"
COU_SYSTEMERROR,Järjestelmävirhe
COU_SYSTEMERROR_2,
COU_TARGET_DETECTED,Korjattavia kasvoja ei löydy
COU_TARGET_DETECTED_2,
COU_TARGET_NOIMAGE,Ei yksittäiskuvia
COU_TARGET_NOIMAGE_2,
