[dut.csv]
ID_STR_O_BR_BUTTON_CHARSET_ISO2022JP,"Japonais(ISO-2002-JP)"
ID_STR_O_BR_BUTTON_CHARSET_ISO_8859_1,"Occident(ISO-8859-1)"
ID_STR_O_BR_BUTTON_CHARSET_SJIS,"Japonais(Shift-JIS)"
ID_STR_O_BR_BUTTON_CHARSET_UTF8,"Unicode(UTF-8)"
ID_STR_O_BR_BUTTON_COOKIE,"Cookie"
ID_STR_O_BR_BUTTON_COOKIE_ALL_DELETE,"Supprimer tous les cookies"
ID_STR_O_BR_BUTTON_DETAILE_INFORMATION,"Réglage détails affichage"
ID_STR_O_BR_BUTTON_DOWN,"Bas"
ID_STR_O_BR_BUTTON_HOMEPAGE,"Page d'accueil"
ID_STR_O_BR_BUTTON_HTTPS_PORT,"Port HTTPS"
ID_STR_O_BR_BUTTON_HTTP_PORT,"Port HTTP"
ID_STR_O_BR_BUTTON_JUSTFIT,"Just-Fit Rendering"
ID_STR_O_BR_BUTTON_LARGE,"Grande"
ID_STR_O_BR_BUTTON_LARGEST,"Plus grande taille texte"
ID_STR_O_BR_BUTTON_LAYOUTMODE,"Réglages mode affichage"
ID_STR_O_BR_BUTTON_MIDDLE,"Normal"
ID_STR_O_BR_BUTTON_NORMAL,"Normal"
ID_STR_O_BR_BUTTON_OFFLINE,"Déconnecté"
ID_STR_O_BR_BUTTON_PROXY_DEPEND_ON_NWSETTING,"Utiliser régl. connexion"
ID_STR_O_BR_BUTTON_PROXY_SERVER,"Serveur proxy"
ID_STR_O_BR_BUTTON_PROXY_SETTING,"Proxy"
ID_STR_O_BR_BUTTON_ROOTCERT,"Certificat racine"
ID_STR_O_BR_BUTTON_SECURUTY,"Sécurité"
ID_STR_O_BR_BUTTON_SMALL,"Petite"
ID_STR_O_BR_BUTTON_SMALLEST,"Plus petite taille de texte"
ID_STR_O_BR_BUTTON_SMARTFIT,"Smart-Fit Rendering"
ID_STR_O_BR_BUTTON_TEXTSIZE,"Taille du texte"
ID_STR_O_BR_BUTTON_TOP,"Haut"
ID_STR_O_BR_GUIDE_BROWSER_INFORMATION,"Afficher les informations sur le navigateur Web"
ID_STR_O_BR_GUIDE_BUTTON_OK,"OK"
ID_STR_O_BR_GUIDE_CACHE,"Ajuster les réglages du cache"
ID_STR_O_BR_GUIDE_CHARSET,"Sélectionner le codage de caractères"
ID_STR_O_BR_GUIDE_COOKIE,"Configurer les cookies"
ID_STR_O_BR_GUIDE_DETAILE_INFORMATION,"Régler les détails de l'affichage"
ID_STR_O_BR_GUIDE_HOMEPAGE,"Préciser les réglages de la page d'accueil"
ID_STR_O_BR_GUIDE_LAYOUTMODE,"Changer de mode d'affichage"
ID_STR_O_BR_GUIDE_PROXY_SETTING,"Configurer le proxy"
ID_STR_O_BR_GUIDE_SECURUTY,"Préciser les réglages de sécurité"
ID_STR_O_BR_GUIDE_TEXTSIZE,"Spécifier la taille du texte"
ID_STR_O_BR_MENU_CERTINVALIDATE,"Désactivé"
ID_STR_O_BR_MENU_CERTVALIDATE,"Activé"
ID_STR_O_BR_MENU_CLOSE_TAB,"Fermer cette fenêtre"
ID_STR_O_BR_MENU_NEW_TAB,"Ouvrir ds nouvelle fenêtre"
ID_STR_O_BR_MENU_OPEN_TO_NEW_TAB,"Ouvrir page ds nv fenêtre"
ID_STR_O_BR_MENU_TITLE_VIEW,"Affichage du titre"
ID_STR_O_BR_MENU_URL_VIEW,"Affichage de l'adresse"
ID_STR_O_BR_SELECT_TAB,"Ouvrir cette fenêtre"
ID_STR_O_BR_TEXT_ALL_DELEATE,"Tout supprimer"
ID_STR_O_BR_TEXT_ANIMETION,"Animation"
ID_STR_O_BR_TEXT_AUTHENTICATION_KEEP_DATA,"Sauvegarder ID/Mot de passe"
ID_STR_O_BR_TEXT_AUTHENTICATION_PASSWORD,"Mot de Passe"
ID_STR_O_BR_TEXT_AUTHENTICATION_USERID,"ID"
ID_STR_O_BR_TEXT_BOOKMARK_ADD,"Ajouter cette page aux Signets"
ID_STR_O_BR_TEXT_BOOKMARK_ADDR_OR_TITLE,"Impossible d'ajouter aux Signets\n\nLe titre ou l'adresse est erroné"
ID_STR_O_BR_TEXT_BOOKMARK_ALREADY_REGISTERED,"Impossible d'ajouter aux Signets\n\nLa même adresse existe déjà"
ID_STR_O_BR_TEXT_BOOKMARK_DEFAULT_TITLE,"Aucun titre"
ID_STR_O_BR_TEXT_BOOKMARK_EDIT,"Editer le signet"
ID_STR_O_BR_TEXT_BOOKMARK_GENERIC_ERROR,"Impossible d'ajouter aux Signets\n\nUne erreur inconnue s'est produite"
ID_STR_O_BR_TEXT_BOOKMARK_NOT_REGISTERED,"Aucun signet ajouté"
ID_STR_O_BR_TEXT_BOOKMARK_TOO_LONG_TITLE,"Titre trop long\n\nSeule la longueur indiquée sera\nsauvegardée"
ID_STR_O_BR_TEXT_BOOKMARK_TOO_LONG_URL,"Impossible d'ajouter aux Signets\n\nL'adresse est trop longue"
ID_STR_O_BR_TEXT_BROWSERERROR_BADURL,"L'adresse est invalide\n\nVérifiez l'adresse saisie"
ID_STR_O_BR_TEXT_BROWSERERROR_MIXEDSECURETYPE,"Des pages sécurisées et non\nsécurisées coexistent"
ID_STR_O_BR_TEXT_BROWSERERROR_TOTAL_SIZEOVER,"Cette page est trop grande\n\nLa page risque de ne pas\ns'afficher correctement"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_ISSUER,"Emetteur"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_C,"Nom du pays (C)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_CN,"Nom usuel (CN)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_O,"Nom de la société (O)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_RDN_OU,"Nom de la division (OU)"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_SERIAL_NUMBER,"Numéro de série"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_SUBJECT,"Emis à"
ID_STR_O_BR_TEXT_CERTIFICATEINFO_VALIDITY_END,"Expire"
ID_STR_O_BR_TEXT_CHANGE_HOMEPAGE,"Nouvelle page d'accueil"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_FORMAT,"Impossible d'afficher la page\n\nL'authentification du serveur a échoué"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_NOHEADER,"Impossible d'afficher la page\n\nL'authentification du serveur a échoué"
ID_STR_O_BR_TEXT_CONTENTERROR_AUTH_UNKNOWN,"Impossible d'afficher la page\n\nL'authentification du serveur a échoué"
ID_STR_O_BR_TEXT_CONTENTERROR_BADMIMETYPE,"Une erreur inconnue s'est produite\n\nLa page n'est pas prise en charge"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_INVAL,"DNS invalide\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_NOSERVER,"Aucun réglage DNS\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_NOTFOUND,"Aucun serveur DNS\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_DNS_TIMEOUT,"Délai d'attente DNS dépassé\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_FILE_OPEN,"Impossible d'ouvrir ce fichier"
ID_STR_O_BR_TEXT_CONTENTERROR_FILE_READ,"Impossible d'ouvrir ce fichier"
ID_STR_O_BR_TEXT_CONTENTERROR_GENERIC,"Une erreur inconnue s'est produite"
ID_STR_O_BR_TEXT_CONTENTERROR_NO_CONTENT,"Impossible d'afficher la page\n\nVérifiez la connexion au réseau\net l'adresse"
ID_STR_O_BR_TEXT_CONTENTERROR_REDIRECT_CANCELED,"Lecture du fichier annulé"
ID_STR_O_BR_TEXT_CONTENTERROR_REDIRECT_FORMAT,"Impossible d'afficher la page\n\nErreur de redirection"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_BODY_SIZEOVER,"Impossible d'afficher la page\n\nLes données à envoyer sont\ntrop importantes"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_HEADER_SIZEOVER,"Impossible d'afficher la page\n\nLes données à envoyer sont\ntrop importantes"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_TIMEOUT,"Délai d'attente de connexion au\nserveur dépassé\n\nVeuillez réessayer ultérieurement"
ID_STR_O_BR_TEXT_CONTENTERROR_REQ_TOOMANYCONTINUE,"Impossible d'afficher la page\n\nProblème possible avec serveur si\nd'autres pages s'affichent normalement"
ID_STR_O_BR_TEXT_CONTENTERROR_RSP_HEADER_SIZEOVER,"Impossible d'afficher la page\n\nLes données à recevoir sont\ntrop importantes"
ID_STR_O_BR_TEXT_CONTENTERROR_RSP_TIMEOUT,"Délai d'attente de connexion au\nserveur dépassé\nVeuillez réessayer ultérieurement"
ID_STR_O_BR_TEXT_CONTENTERROR_SIZEOVER,"Impossible d'afficher la page\n\nLa page est trop grande"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_CONNECT,"Erreur de connexion SSL\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_HANDSHAKE,"Erreur d'établissement de liaison SSL\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_READ,"Erreur de lecture SSL\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_SSL_WRITE,"Erreur d'écriture SSL\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_CONNECT,"Erreur de connexion TCP\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_OPEN,"Erreur d'ouverture TCP\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_READ,"Erreur de lecture TCP\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_TCP_WRITE,"Erreur d'écriture TCP\n\nVérifiez les réglages de connexion\nau réseau"
ID_STR_O_BR_TEXT_CONTENTERROR_TLS_INTOLERANT,"Impossible d'afficher la page\n\nL'authentification du serveur a échoué"
ID_STR_O_BR_TEXT_CONTENTERROR_TOOMANYAUTH,"Impossible d'afficher la page\n\nL'authentification du serveur a échoué"
ID_STR_O_BR_TEXT_CONTENTERROR_TOOMANYREDIRECT,"Impossible d'afficher la page\n\nLe nombre de pages de redirection\nexcède la limite"
ID_STR_O_BR_TEXT_CONTENTERROR_UNKNOWN,"Une erreur inconnue s'est produite\n\nLa page risque de ne pas s'afficher\ncorrectement"
ID_STR_O_BR_TEXT_COOKIE_ACCEPT,"Accepter les cookies"
ID_STR_O_BR_TEXT_COOKIE_ACCEPT_CONFIRM,"Accepter les cookies"
ID_STR_O_BR_TEXT_COOKIE_NOTIFY,"Confirmer avant la réception"
ID_STR_O_BR_TEXT_CSS,"CSS"
ID_STR_O_BR_TEXT_CURRENT_SETTING,"Réglages actuels"
ID_STR_O_BR_TEXT_DELEATE,"Supprimer"
ID_STR_O_BR_TEXT_DELETEALL_COMPLETE,"Tout supprimer"
ID_STR_O_BR_TEXT_EXIT_AND_RETURN_TO_HOME,"Fermer le navigateur Web et\nrevenir sur HOME"
ID_STR_O_BR_TEXT_EXIT_BROWSER,"Fermer le navigateur Web"
ID_STR_O_BR_TEXT_FILESELECT_MARK_DETACHI,"Annuler la sélection des images\nsélectionnées"
ID_STR_O_BR_TEXT_HOMEPAGE_INVALID_STR_O_URL,"Impossible de sélectionner cette page\ncomme page d'accueil\nVérifiez l'adresse"
ID_STR_O_BR_TEXT_HOMEPAGE_OPEN_ERROR,"Impossible d'afficher la page d'accueil"
ID_STR_O_BR_TEXT_ID_STR_O_NW_TEXT_USE_PROXY_HTTP11,"Utiliser HTTP1.1 pour la connexion proxy"
ID_STR_O_BR_TEXT_IMAGE,"Images"
ID_STR_O_BR_TEXT_IN_SECUREZONE,"Cette page est protégée\n\nLes données seront chiffrées avant\nle transfert"
ID_STR_O_BR_TEXT_JAVASCRIPT,"JavaScript"
ID_STR_O_BR_TEXT_KINSOKU,"Retour ligne japonais"
ID_STR_O_BR_TEXT_LINK_IS_MAILTO,"Impossible d'afficher\ncorrectement la page\nLa page n'est pas prise en\ncharge par cet appareil photo"
ID_STR_O_BR_TEXT_MEMORYCRISIS_FORCECOMEBACK,"Mémoire disponible saturée\n\nImpossible d'afficher correctement\nles images"
ID_STR_O_BR_TEXT_NETWORK_INITIALIZATION,"Rétablir les réglages par défaut\ndu réseau"
ID_STR_O_BR_TEXT_NOUPLOAD_MOVIE_FILE,"Impossible de télécharger ce fichier film"
ID_STR_O_BR_TEXT_NO_HISTORY,"Aucun historique disponible"
ID_STR_O_BR_TEXT_OUT_SECUREZONE,"Cette page n'est pas protégée\n\nLes données ne seront pas chiffrées\navant le transfert"
ID_STR_O_BR_TEXT_PAGETITLE,"Titre"
ID_STR_O_BR_TEXT_PAGE_SEARCH,""
ID_STR_O_BR_TEXT_POPUP,"Fenêtre contextuelle"
ID_STR_O_BR_TEXT_PORTALPAGE_DEFAULT_TITLE,"Portail Web"
ID_STR_O_BR_TEXT_POST_CONFIRM,"Il est nécessaire d'envoyer à nouveau\nles données pour afficher la page\n\nEnvoyer à nouveau les données"
ID_STR_O_BR_TEXT_RAPIDRENDER,"Rapid-Render"
ID_STR_O_BR_TEXT_SECUREZONE,"Passage entre page sécurisée et\nnon sécurisée confirmé"
ID_STR_O_BR_TEXT_SELECTED_UPLOAD_FILE_CANCEL,"Annuler sélection de tts les images\nsélect. pour télécharger vers serveur"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_EXPIRED,"Impossible de confirmer si\ncette page est sécurisée ou non\nLe certificat utilisé par le serveur\na expiré"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_INVALID_STR_O,"Impossible de confirmer si\ncette page est sécurisée ou non\nLe certificat racine CA utilisé par\nle serveur est invalide"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_INVALID_STR_O_CN,"Impossible de confirmer si\ncette page est sécurisée ou non\nLe nom sur le certificat du serveur\nne correspond pas au nom d'hôte"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_NOISSURE,"Impossible de confirmer si\ncette page est sécurisée ou non\nLe serveur ne prend pas en charge\nle certificat"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_ROOT_EXPIRED,"Impossible de confirmer si\ncette page est sécurisée ou non\n\nLe certificat racine CA a expiré"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_SESSION_FAILED,"Impossible de confirmer si cette\npage est sécurisée ou non\n\nErreur d'authentification du serveur"
ID_STR_O_BR_TEXT_SERVERCERT_ERROR_VERIFY,"Impossible de confirmer si cette\npage est sécurisée ou non\nImpossible de vérifier le nom sur\nle certificat du serveur"
ID_STR_O_BR_TEXT_SSL20,"SSL 2.0"
ID_STR_O_BR_TEXT_SSL30,"SSL 3.0"
ID_STR_O_BR_TEXT_SSL_VERSION,"Version SSL"
ID_STR_O_BR_TEXT_TABLE,"Balises TABLE"
ID_STR_O_BR_TEXT_TEXTSEARCH_EMPTY_TEXT,"Saisissez les mots clés"
ID_STR_O_BR_TEXT_TEXTSEARCH_END,"Recherche terminée"
ID_STR_O_BR_TEXT_TLS10,"TLS 1.0"
ID_STR_O_BR_TEXT_UPLOADING,"Téléchargement sur serveur en cours. . ."
ID_STR_O_BR_TEXT_UPLOAD_FILE_CHANGE,"Sélectionnez à nouveau les images"
ID_STR_O_BR_TEXT_UPLOAD_FILE_SELECT,"Sélect. images à télécharger sur serveur"
ID_STR_O_BR_TEXT_URL,"Adresse"
ID_STR_O_BR_TEXT_USE_CACHE,"Utiliser le cache"
ID_STR_O_BR_TEXT_WORDWRAP,"Retour auto à la ligne"
ID_STR_O_BR_TITLE_BOOKMARKLIST,"Liste de signets"
ID_STR_O_BR_TITLE_BROWSERSETTING,"Paramètres du navigateur Web"
ID_STR_O_BR_TITLE_BROWSERTOP,"Téléch. imgs vers serveur/Navig. Web"
ID_STR_O_BR_TITLE_BROWSER_UPLOAD,"Télécharger vers le serveur"
ID_STR_O_BR_TITLE_CACERT,"Certificat CA"
ID_STR_O_BR_TITLE_CACHE,"Cache"
ID_STR_O_BR_TITLE_CHANGE_TAB,"Changer d'onglet"
ID_STR_O_BR_TITLE_CHARSET,"Codage de caractères"
ID_STR_O_BR_TITLE_COOKIE,"Cookie"
ID_STR_O_BR_TITLE_DETAILE_INFORMATION,"Détails"
ID_STR_O_BR_TITLE_HISTORY_LIST,"Historique"
ID_STR_O_BR_TITLE_HOMEPAGE,"Page d'accueil"
ID_STR_O_BR_TITLE_LAYOUTMODE,"Mode d'affichage du navigateur Web"
ID_STR_O_BR_TITLE_PROXY_SETTING,"Proxy"
ID_STR_O_BR_TITLE_ROOTCERT,"Certificat racine"
ID_STR_O_BR_TITLE_SECURUTY,"Sécurité"
ID_STR_O_BR_TITLE_TEXTSIZE,"Taille du texte"
ID_STR_O_BR_TITLE_URLHISTORY,"Liste des historiques"
ID_STR_O_DLNA_CDS_PHOTOALLALBUMS,"Album"
ID_STR_O_DLNA_CDS_PHOTOALLDATETIME,"Date"
ID_STR_O_DLNA_CDS_PHOTOALLITEMS,"Tout"
ID_STR_O_DLNA_DATE_APR,"AVR"
ID_STR_O_DLNA_DATE_AUG,"AOÛ"
ID_STR_O_DLNA_DATE_DEC,"DÉC"
ID_STR_O_DLNA_DATE_FEB,"FÉV"
ID_STR_O_DLNA_DATE_JAN,"JAN"
ID_STR_O_DLNA_DATE_JUL,"JUL"
ID_STR_O_DLNA_DATE_JUN,"JUN"
ID_STR_O_DLNA_DATE_MAR,"MAR"
ID_STR_O_DLNA_DATE_MAY,"MAI"
ID_STR_O_DLNA_DATE_NOV,"NOV"
ID_STR_O_DLNA_DATE_OCT,"OCT"
ID_STR_O_DLNA_DATE_SEP,"SEP"
ID_STR_O_GENERIC_BUTTON_ALBUM,"Vue par événement"
ID_STR_O_GENERIC_BUTTON_AP_SELECT,"Pt d'accès pr connexion"
ID_STR_O_GENERIC_BUTTON_CANCEL,"Annuler"
ID_STR_O_GENERIC_BUTTON_CONNECT,"Connexion"
ID_STR_O_GENERIC_BUTTON_EXECUTION,"OK"
ID_STR_O_GENERIC_BUTTON_EXIT,"Sortie"
ID_STR_O_GENERIC_BUTTON_FOLDER,"Vue par dossier"
ID_STR_O_GENERIC_BUTTON_MY_FAVORITE,"Préférés"
ID_STR_O_GENERIC_BUTTON_NEWCREATE,"Créer nouveau pt"
ID_STR_O_GENERIC_BUTTON_NEWENTRY,"Enregistrer nouveau pt"
ID_STR_O_GENERIC_BUTTON_NOT_USE,"Désactivé"
ID_STR_O_GENERIC_BUTTON_OFF,"Désact"
ID_STR_O_GENERIC_BUTTON_OK,"OK"
ID_STR_O_GENERIC_BUTTON_ON,"Act"
ID_STR_O_GENERIC_BUTTON_RECONNECT,"Reconnex."
ID_STR_O_GENERIC_BUTTON_SHAREMARK,"Marque de partage"
ID_STR_O_GENERIC_BUTTON_START,"Début"
ID_STR_O_GENERIC_BUTTON_USE,"Activé"
ID_STR_O_GENERIC_CONNECTION_CANCEL,"Connexion au réseau impossible\n\nVeuillez sélectionner à nouveau\nultérieurement"
ID_STR_O_GENERIC_MENU_ALL_DELEATE,"Tout supprimer"
ID_STR_O_GENERIC_MENU_CLOSE,"Fermer le menu"
ID_STR_O_GENERIC_MENU_DELEATE,"Supprimer"
ID_STR_O_GENERIC_MENU_EDIT,"Modifier"
ID_STR_O_GENERIC_MENU_OPEN,"Ouvrir"
ID_STR_O_GENERIC_MENU_SELECT,"Sélectionner"
ID_STR_O_GENERIC_MENU_VIEW,"Afficher"
ID_STR_O_GENERIC_TEXT_AP_CONNECT,"Connexion en cours…"
ID_STR_O_GENERIC_TEXT_AP_DISCONNECT,"Reconnexion en cours. . ."
ID_STR_O_GENERIC_TEXT_CONNECTION_ERROR,"Connexion impossible"
ID_STR_O_GENERIC_TEXT_DB_ERROR,"Erreur du fichier de gestion\ndes images"
ID_STR_O_GENERIC_TEXT_FILESELECT_ERROR,"Une erreur inconnue s'est produite"
ID_STR_O_GENERIC_TEXT_FILE_ERROR,"Erreur de fichier"
ID_STR_O_GENERIC_TEXT_FOLDER,"Sélect. dossier"
ID_STR_O_GENERIC_TEXT_GENERICERROR,"Une erreur inconnue s'est produite"
ID_STR_O_GENERIC_TEXT_INTMEM_ACCESS_ERROR,"Erreur mémoire interne"
ID_STR_O_GENERIC_TEXT_INTMEM_MOUNT,"Accès à mémoire interne en cours. . .\n\nVeuillez sélectionner à nouveau\nultérieurement"
ID_STR_O_GENERIC_TEXT_INTMEM_NOFORMAT_ERROR,"Erreur de formatage de la\nmémoire interne"
ID_STR_O_GENERIC_TEXT_MEMORYCRISIS,"Mémoire système disponible\ninsuffisante"
ID_STR_O_GENERIC_TEXT_MS_ACCESS_ERROR,"Impossible d'accéder au Memory Stick"
ID_STR_O_GENERIC_TEXT_MS_DETECT_ERROR,"Réinsérez le Memory Stick"
ID_STR_O_GENERIC_TEXT_MS_INSERT,"Memory Stick inséré"
ID_STR_O_GENERIC_TEXT_MS_MOUNT,"Accès au Memory Stick en cours. . .\n\nVeuillez sélectionner à nouveau\nultérieurement"
ID_STR_O_GENERIC_TEXT_MS_NOFORMAT_ERROR,"Formatez le Memory Stick avant\nde l'utiliser"
ID_STR_O_GENERIC_TEXT_MS_NOSUPPORT_ERROR,"Erreur type Memory Stick"
ID_STR_O_GENERIC_TEXT_MS_REMOVED,"Memory Stick retiré"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE,"Préférés"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE01,"Préférés 1"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE02,"Préférés 2"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE03,"Préférés 3"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE04,"Préférés 4"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE05,"Préférés 5"
ID_STR_O_GENERIC_TEXT_MY_FAVORITE06,"Préférés 6"
ID_STR_O_GENERIC_TEXT_NETWORK_CONNECT_ERROR,"Connexion au réseau impossible"
ID_STR_O_GENERIC_TEXT_NO_IMAGE,"Pas d'image"
ID_STR_O_GENERIC_TEXT_SHAREMARK,"Marque de partage"
ID_STR_O_GENERIC_TEXT_SHAREMARK01,"Marque de partage 1"
ID_STR_O_GENERIC_TEXT_SHAREMARK02,"Marque de partage 2"
ID_STR_O_GENERIC_TEXT_SHAREMARK03,"Marque de partage 3"
ID_STR_O_GENERIC_TEXT_SHAREMARK04,"Marque de partage 4"
ID_STR_O_GENERIC_TEXT_SHAREMARK05,"Marque de partage 5"
ID_STR_O_GENERIC_TEXT_SHAREMARK06,"Marque de partage 6"
ID_STR_O_GENERIC_TEXT_TOUCH_IMAGE,"Effleurer l'image"
ID_STR_O_GENERIC_TITLE_AP_SELECT,"Pt d'accès pr connexion"
ID_STR_O_KB_MENU_ADDRESS_EDIT,"Modifier"
ID_STR_O_KB_MENU_SHOWADDRESS,"Afficher l'adresse e-mail"
ID_STR_O_KB_MENU_SHOWNICKNAME,"Affichage du nom"
ID_STR_O_KB_TEXT_ADDRESS,"Adresse e-mail"
ID_STR_O_KB_TEXT_ADDRESSBOOK_EDIT,"Modifier le carnet d'adresses"
ID_STR_O_KB_TEXT_DELEATE,"Supprimer"
ID_STR_O_KB_TEXT_INPUT_CANCEL,"Annuler la saisie\n\nLe texte saisi ne sera pas appliqué"
ID_STR_O_KB_TEXT_INPUT_REQUIRED_ERROR,"Aucun nom ni adresse e-mail saisi"
ID_STR_O_KB_TEXT_NICKNAME,"Nom"
ID_STR_O_KB_TEXT_NOTOPEN_ADDRESS,"Nombre limite de caractères dépassé\n\nSeul le nombre limite s'affichera"
ID_STR_O_KB_TEXT_NO_ADDRESS,"Aucune adresse e-mail ajoutée"
ID_STR_O_KB_TEXT_OVER_CHARACTERS,"Nombre limite de caractères dépassé\n\nSeul le nombre limite s'affichera"
ID_STR_O_KB_TITLE_ADDRESSBOOK,"Carnet d'adresses"
ID_STR_O_NT_BUTTON_BROWSER,"Téléch. img vers serv/Nav. Web"
ID_STR_O_NT_BUTTON_NWSETTING,"Réglages réseau"
ID_STR_O_NT_BUTTON_SHAREDIMAGE,"A visualiser"
ID_STR_O_NT_BUTTON_SLIDESHOW,"Envoi et visualisat."
ID_STR_O_NT_GUIDE_BROWSER,"Télécharger images vers serveur\net les voir via navigateur Web"
ID_STR_O_NT_GUIDE_NWSETTING,"Ajuster les réglages du réseau"
ID_STR_O_NT_GUIDE_SHAREDIMAGE,"Contrôler l'autre périphérique\npr voir les images sur l'appareil"
ID_STR_O_NT_GUIDE_SLIDESHOW,"L'appareil envoie les images à\nvisualiser vers autre périphérique"
ID_STR_O_NT_TEXT_AP_NOSETTING,"Aucun point d'accès défini\n\nUtilisez les réglages réseau pour\ndéfinir le point d'accès"
ID_STR_O_NT_TITLE_NETWORKTOP,"Réseau"
ID_STR_O_NW_BUTTON_ACCESS_POINT,"Pt d'accès"
ID_STR_O_NW_BUTTON_AP_PROFILE_NAME,"Nom de la connexion"
ID_STR_O_NW_BUTTON_AUTO,"Auto"
ID_STR_O_NW_BUTTON_AUTO_DETECT,"Balayage auto"
ID_STR_O_NW_BUTTON_CITY_NAME2_00,"GMT +12.0 Wellington"
ID_STR_O_NW_BUTTON_CITY_NAME2_01,"GMT +12.0 Fidji"
ID_STR_O_NW_BUTTON_CITY_NAME2_02,"GMT +11.0 Iles Salomon"
ID_STR_O_NW_BUTTON_CITY_NAME2_03,"GMT +10.0 Sydney"
ID_STR_O_NW_BUTTON_CITY_NAME2_04,"GMT +10.0 Melbourne"
ID_STR_O_NW_BUTTON_CITY_NAME2_05,"GMT +9.5 Darwin"
ID_STR_O_NW_BUTTON_CITY_NAME2_06,"GMT +9.5 Adélaïde"
ID_STR_O_NW_BUTTON_CITY_NAME2_07,"GMT +9.0 Tokyo"
ID_STR_O_NW_BUTTON_CITY_NAME2_08,"GMT +9.0 Séoul"
ID_STR_O_NW_BUTTON_CITY_NAME2_09,"GMT +8.0 Singapour"
ID_STR_O_NW_BUTTON_CITY_NAME2_10,"GMT +8.0 Hong Kong"
ID_STR_O_NW_BUTTON_CITY_NAME2_11,"GMT +8.0 Beijing"
ID_STR_O_NW_BUTTON_CITY_NAME2_12,"GMT +7.0 Djakarta"
ID_STR_O_NW_BUTTON_CITY_NAME2_13,"GMT +7.0 Bangkok"
ID_STR_O_NW_BUTTON_CITY_NAME2_14,"GMT +6.5 Rangoon"
ID_STR_O_NW_BUTTON_CITY_NAME2_15,"GMT +6.0 Dhaka"
ID_STR_O_NW_BUTTON_CITY_NAME2_16,"GMT +6.0 Almaty"
ID_STR_O_NW_BUTTON_CITY_NAME2_17,"GMT +5.5 New Delhi"
ID_STR_O_NW_BUTTON_CITY_NAME2_18,"GMT +5.5 Calcutta"
ID_STR_O_NW_BUTTON_CITY_NAME2_19,"GMT +5.0 Karachi"
ID_STR_O_NW_BUTTON_CITY_NAME2_20,"GMT +5.0 Islamabad"
ID_STR_O_NW_BUTTON_CITY_NAME2_21,"GMT +4.5 Kaboul"
ID_STR_O_NW_BUTTON_CITY_NAME2_22,"GMT +4.0 Bakou"
ID_STR_O_NW_BUTTON_CITY_NAME2_23,"GMT +4.0 Abou Dhabi"
ID_STR_O_NW_BUTTON_CITY_NAME2_24,"GMT +3.5 Téhéran"
ID_STR_O_NW_BUTTON_CITY_NAME2_25,"GMT +3.0 Nairobi"
